,Time,User,Tweet,Analysis
59,2022-10-31 21:28:02+00:00,Kashayap12,"Become the best trader with us: 
https://t.co/a0PYshZqXH
$OXBR $AAPL $GLBS $INO $SQQQ $CBAT $TSLA $AAL $AMD $LINK https://t.co/t9V95AxB2v","{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.6369}"
60,2022-10-31 21:27:58+00:00,arieswebb4,RT @Teslaconomics: There won’t be a close 2nd place. $TSLA https://t.co/1LHiGZwLuV,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
61,2022-10-31 21:27:50+00:00,Smith28301,"ALWAYS zoom out the chart to see what’s really going on. 
https://t.co/ZBTRgq0AN6

$LCID $AMZN $MSFT $HCMC $AAPL $SPY $TSLA $FB $GOOG $BABA $SQ $NFLX $NVDA $BTC $SHOP $AMC $GME https://t.co/gvS9m1JzsK","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
62,2022-10-31 21:27:37+00:00,EllaDavila6,"$tsla ~ALL THESE LEVELS POSTED AHEAD OF TIME BEFORE THE MARKET OPENED
https://t.co/rIgUWNhRRi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
63,2022-10-31 21:27:29+00:00,nancylevine,RT @nancylevine: @elonmusk Yeah and you’re Chief Clown. #BoycottTwitterAdvertisers #BoycottTesla $TSLA,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.296}"
64,2022-10-31 21:27:26+00:00,RedFyv3,"There is a headline on @CNBC about how Elon Musk is forcing TSLA employees to work at Twitter. 

How do $TSLA shareholders feel about that?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
65,2022-10-31 21:27:22+00:00,nancylevine,@elonmusk Yeah and you’re Chief Clown. #BoycottTwitterAdvertisers #BoycottTesla $TSLA https://t.co/QrfDJVJayn,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.296}"
66,2022-10-31 21:27:16+00:00,Smith28301,"$FB $LOVE $WORK $AAL $AMD $MNTA $GLD $TWR $SLV $XOM $WMT $CCL $HD $TSLA $XLE $SPY $IWM $ES $WPX $BA $SPG $MCD $MFA $HTZ $AAPL $CHWY $QQQ $C $ES $AMC 

Alerts🔥

Update🔥

Watchlist, Chart

CHATROOM 👇
Welcome https://t.co/ZBTRgq0AN6 https://t.co/9dFypjHhhn","{'neg': 0.091, 'neu': 0.759, 'pos': 0.15, 'compound': 0.6289}"
67,2022-10-31 21:27:00+00:00,SScalpings,"RT @BradMunchen: Zero news on how much @elonmusk paid out of pocket to finish the Twitter LBO. 

If the Saudis are the 2nd largest investor…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
68,2022-10-31 21:26:39+00:00,Smith28301,"$SPX $SPY $AMZN $AAPL $AMD $FB $SHOP $BYND $NVDA $GOOGL $MSFT $TSLA $BA $CMG $INTC $NFLX $JPM $BAC $YM
Was able to close it for a 100%profit. https://t.co/ZBTRgq0AN6","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
69,2022-10-31 21:26:39+00:00,EuropeanTraders,Moody's has downgraded Twitter https://t.co/kzdesDsDO5  | $TSLA $SOFI $QQQ $NDX $VIX $UAL $SPX $AAL $RCL $DWAC $STEM $AHT $AAPL $DAL $PENN $LUV $F $MULN $ING $SIGA $TWTR $ATER $AMC $GLE $SAVE $DKNG $JETS $NIO $CZR $JBLU $CCL $NCLH $LCID $BBBY $ILAG $MGM  $BYD $GME $SPY  #DAX30 https://t.co/qVuGoktKSI,"{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.6037}"
70,2022-10-31 21:26:36+00:00,adam_mcmillian,Not fading $TSLA ✅ https://t.co/qsEqLwgkvR,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
71,2022-10-31 21:26:26+00:00,YerbinY,RT @StatsTesla: October 31 update. Highest observed MY MIG VIN in Norway 38982. Estimated #GigaBerlin production 3045/week based on deliver…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
72,2022-10-31 21:26:17+00:00,10e100Joules,"RT @StockMKTNewz: Elon Musk has pulled more than 50 of his trusted Tesla $TSLA employees, mostly software engineers from the Autopilot team…","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.4767}"
73,2022-10-31 21:25:47+00:00,anthonyisonline,"RT @carlquintanilla: A visual illustration of Tesla’s head start.

(via Morgan Stanley) $TSLA https://t.co/GY7HrB9y5i","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
74,2022-10-31 21:25:33+00:00,CaptFinancial,"⚡ Trending stocks across Captain:

1. $SPY
2. $META
3. $GME
4. $TSLA
5. $AAPL
6. $FSLR
7. $AMZN
8. $QQQ
9. $IWM
10. $AMC
+ $TWTR $SOFI $XOM $PBR $SHOP $ENPH $LLAP $ON $EMR $TSP $WYNN $ATNM $AMD $ANET $MSFT $UBER $ABNB $EFSH $L $RIVN 

Full list: https://t.co/7PkPMzGXGJ https://t.co/ouGnpM8bIE","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
75,2022-10-31 21:25:31+00:00,YevP,"It’s so weird to me that this is happening.

Bringing in Tesla engineers to overlook Twitter is more of a merger, less of a “purchase” - but that’s not how this was teed up. 

$TSLA shareholders should be annoyed, no? Aren’t there controls in place for this type of thing? https://t.co/7iiQJ0HlyC","{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.6436}"
76,2022-10-31 21:25:20+00:00,Smith28301,"$TSLA $TAOP $JFK $CEMI $SPY $QQQ $SHOP $AMZN $NVDA $ROKU $EBAY $AMD $BB $DAL $DOW $KODK $AAPL 
Over 75k+ people. Join now
Discord GROUP https://t.co/ZBTRgq0AN6 https://t.co/44BIfD1OEC","{'neg': 0.093, 'neu': 0.83, 'pos': 0.076, 'compound': -0.128}"
77,2022-10-31 21:25:08+00:00,Kashayap12,"$TSLA $NIO $SPY $MDRR $FSLY $NOVN $AAPL $PT $ROKU $SOLO $DOGE
https://t.co/a0PYshZqXH
If you want to make real gains and make your own plays Today

  🚨

✅Stocks 
✅Options 
✅Day trading 
✅Swing TradinG

📚 Learn &amp;Earn https://t.co/oMaVBWepUa","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.5719}"
78,2022-10-31 21:25:08+00:00,cosmicfibretion,"And FWIW, @elonmusk financed the Twitter acquisition with an inflated valuation of $TSLA derived from the self-driving promise, and amplified by non other than @CathieDWood herself. Fail to innovate and the stock will drop like a hot potato.","{'neg': 0.12, 'neu': 0.708, 'pos': 0.172, 'compound': 0.34}"
79,2022-10-31 21:24:51+00:00,RetirementRight,"RT @StockMKTNewz: Elon Musk has pulled more than 50 of his trusted Tesla $TSLA employees, mostly software engineers from the Autopilot team…","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.4767}"
80,2022-10-31 21:24:48+00:00,hikingskiing,@teslamecrazy I want to substantially hold my shares without risking that they will be taken away from me if $TSLA suddenly spikes up. Rolling out the calls won't always work. I have a lot of experience with covered calls. So much so that I just hold my shares.,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.7119}"
